objID,u,g,r,i,z,redshift,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,ra,dec,type,class,subclass
1237648720672456843,19.09794,18.862,18.62111,18.63129,18.50032,1.021404,19.09332,18.86416,18.61784,18.62979,18.48529,19.09794,18.862,18.62111,18.63129,18.50032,131.084437909978,-0.452056239658569,6,QSO,BROADLINE
1237648721209262485,19.37514,19.10271,19.04302,18.82779,18.83307,1.630802,19.35772,19.11467,19.05867,18.83196,18.85447,19.37514,19.10271,19.04302,18.82779,18.83307,131.003111153457,-0.160727780763557,6,QSO,BROADLINE
1237648721209328431,23.17341,21.88116,21.17561,21.05995,20.49997,2.451194,23.1609,21.97578,21.27882,21.1877,20.58229,23.17341,21.88116,21.17561,21.05995,20.49997,131.07425314693,-0.064992818864715,3,QSO,null
1237648721209393741,20.63601,20.63088,20.45119,20.61853,20.40845,0.9743945,20.66001,20.64027,20.48331,20.67206,20.46385,20.63601,20.63088,20.45119,20.61853,20.40845,131.226256501891,-0.0406830354317806,6,QSO,null
1237648721746068071,21.49543,21.4045,21.24363,20.96151,21.05701,1.73763,21.4986,21.43789,21.26963,20.99362,21.02503,21.49543,21.4045,21.24363,20.96151,21.05701,130.88232311981,0.235083357245126,6,QSO,null
1237648721746133640,21.99129,21.52172,21.15316,20.75638,20.15494,0.4600141,21.99976,21.64135,21.2704,20.86253,20.32649,21.99129,21.52172,21.15316,20.75638,20.15494,130.922724724344,0.280996187965492,6,QSO,null
1237648721746199143,21.35274,21.15192,21.07755,21.08892,20.49758,0.8292745,21.36449,21.14062,21.06413,21.09171,20.4747,21.35274,21.15192,21.07755,21.08892,20.49758,131.091966530187,0.322612346448502,6,QSO,null
1237648722283004450,19.52841,19.40357,19.06649,18.91782,18.37051,0.2809144,19.64718,19.56664,19.26699,19.17575,18.6162,19.52841,19.40357,19.06649,18.91782,18.37051,130.990221904597,0.686466989717658,3,QSO,BROADLINE
1237650795676434822,19.88451,19.47929,19.29118,19.41586,19.17053,0.9019001,19.90744,19.52084,19.3298,19.4558,19.21985,19.88451,19.47929,19.29118,19.41586,19.17053,130.856668203184,-0.310221518620633,6,QSO,BROADLINE
1237650795676500321,19.85963,19.02558,18.21803,17.72244,17.48365,0.2281968,20.41527,19.68218,18.86768,18.36145,18.19961,19.85963,19.02558,18.21803,17.72244,17.48365,130.997468767945,-0.249372604801412,3,QSO,STARBURST BROADLINE
1237650795676566126,21.91176,21.81903,21.65028,21.32945,21.634,1.643033,21.9129,21.84364,21.66977,21.39841,21.70066,21.91176,21.81903,21.65028,21.32945,21.634,131.110767114227,-0.331057057025581,6,QSO,null
1237650796213568008,19.95644,19.76156,19.99594,19.86895,19.49639,0.4452609,19.95714,19.78631,20.01996,19.89762,19.52766,19.95644,19.76156,19.99594,19.86895,19.49639,131.490868155666,0.0312773878851042,6,QSO,BROADLINE
1237650796213633512,21.98633,20.52723,19.41249,19.04246,18.82241,0.1907429,22.42753,20.92222,19.8453,19.51089,19.27856,21.98633,20.52723,19.41249,19.04246,18.82241,131.581068667434,0.00220035945900796,3,QSO,AGN
1237650796213633612,21.93541,21.61075,21.71064,21.45096,21.3156,2.056025,21.95968,21.71046,21.82337,21.55691,21.37383,21.93541,21.61075,21.71064,21.45096,21.3156,131.538531089037,0.114329965282571,6,QSO,BROADLINE
1237650796750176896,21.97272,21.84897,21.7584,21.48786,21.20036,2.033075,21.98135,21.94032,21.8572,21.56807,21.28562,21.97272,21.84897,21.7584,21.48786,21.20036,130.866789921275,0.423941194747758,6,QSO,null
1237650796750176922,21.06527,20.65033,20.27236,19.89891,19.59473,0.5494353,21.16511,20.77524,20.4031,20.01705,19.75687,21.06527,20.65033,20.27236,19.89891,19.59473,130.924587356127,0.542362839608025,6,QSO,null
1237650796750242277,22.31759,20.70223,19.17048,18.65383,18.31833,0.266542,22.65494,21.34024,19.77889,19.26146,18.96065,22.31759,20.70223,19.17048,18.65383,18.31833,130.939500553994,0.555274561537027,3,QSO,AGN
1237661971731120134,18.74743,18.83961,18.87374,18.62952,18.48008,2.024207,18.74325,18.84742,18.88067,18.6399,18.4811,18.74743,18.83961,18.87374,18.62952,18.48008,204.942889230581,7.06233871276453,6,QSO,BROADLINE
1237661972268056637,18.33297,18.08962,17.96076,17.97285,17.92655,1.077367,18.32874,18.08588,17.97003,18.00028,17.92447,18.33297,18.08962,17.96076,17.97285,17.92655,205.218476886752,7.66892509165094,6,QSO,BROADLINE
1237661972268056639,18.71352,18.48928,18.49329,18.41351,18.46351,0.5671131,18.71027,18.49766,18.49951,18.41094,18.46361,18.71352,18.48928,18.49329,18.41351,18.46351,205.212695476838,7.53016352467666,6,QSO,BROADLINE
1237661972268056735,19.24757,18.90879,18.32772,18.03962,17.63963,0.2855271,19.91578,19.58492,19.31744,18.98257,18.53598,19.24757,18.90879,18.32772,18.03962,17.63963,205.193180126259,7.59972705441303,3,QSO,STARBURST BROADLINE
1237661972268122395,19.55927,19.24294,19.17609,18.96867,18.9865,1.729135,19.56014,19.24407,19.17604,18.97707,19.00145,19.55927,19.24294,19.17609,18.96867,18.9865,205.388876825844,7.53646980410358,6,QSO,null
1237661972268253379,20.29026,19.45227,19.14917,18.74275,18.74983,0.6278734,20.24683,19.45444,19.17984,18.79467,18.76281,20.29026,19.45227,19.14917,18.74275,18.74983,205.694227481034,7.56451867651304,6,QSO,BROADLINE
1237662247130693779,19.2358,19.23869,18.83978,18.80192,18.81186,1.289765,19.24586,19.25223,18.85642,18.81484,18.83093,19.2358,19.23869,18.83978,18.80192,18.81186,204.996454041053,7.88396186862959,6,QSO,BROADLINE
1237662247130693798,18.93784,17.49981,16.66198,16.18024,15.85204,0.0842641,20.51725,19.24814,18.44162,17.92071,17.57142,18.93784,17.49981,16.66198,16.18024,15.85204,205.027749746292,7.82957943902689,3,QSO,STARFORMING BROADLINE
1237662247130759244,17.82218,17.55199,17.63388,17.53862,17.5629,0.5374243,17.83587,17.58701,17.6552,17.5635,17.58912,17.82218,17.55199,17.63388,17.53862,17.5629,205.209017862692,7.8508899270757,6,QSO,BROADLINE
1237662262165241959,19.07298,19.27752,19.19799,18.93759,18.73725,2.070249,19.02366,19.28328,19.19677,18.94168,18.74084,19.07298,19.27752,19.19799,18.93759,18.73725,205.461438246131,8.26284973134102,6,QSO,BROADLINE
1237662638516666563,19.44365,19.12154,19.14182,19.04096,18.97079,0.6446854,19.45367,19.16155,19.18013,19.08005,18.99943,19.44365,19.12154,19.14182,19.04096,18.97079,225.873400370423,12.7051291697381,6,QSO,BROADLINE
1237664338253185307,21.25412,20.90157,20.87468,20.506,20.19508,0.5728635,21.27339,20.94563,20.95675,20.58648,20.26922,21.25412,20.90157,20.87468,20.506,20.19508,177.17624221358,37.3375569372858,6,QSO,BROADLINE
1237664338789925106,21.50353,21.40788,21.31505,21.11926,21.77472,1.648027,21.64863,21.59878,21.61245,21.30171,21.88544,21.50353,21.40788,21.31505,21.11926,21.77472,176.912542649975,37.8243502370436,6,QSO,null
1237664338789925422,23.09159,22.38608,21.79865,21.79902,21.62509,1.014526,23.06517,22.36201,21.7895,21.81693,21.64223,23.09159,22.38608,21.79865,21.79902,21.62509,176.878955450652,37.7186475170556,6,QSO,BROADLINE
1237664338789990504,23.25544,19.66883,19.35226,18.95169,19.03327,0.6036309,22.45713,19.63822,19.32398,18.93123,19.03428,23.25544,19.66883,19.35226,18.95169,19.03327,177.09493816208,37.8190128918492,6,QSO,BROADLINE
1237664338789990529,19.26361,19.17851,19.1116,18.8765,18.79068,1.761799,19.25289,19.18711,19.1015,18.88785,18.79761,19.26361,19.17851,19.1116,18.8765,18.79068,177.121005000592,37.7492863274528,6,QSO,BROADLINE
1237664338789990692,21.65044,21.53134,21.61104,21.25115,21.29421,1.999565,21.69361,21.5703,21.67612,21.32538,21.33165,21.65044,21.53134,21.61104,21.25115,21.29421,176.96058365298,37.8375228413594,6,QSO,BROADLINE
1237664338789990759,20.77811,20.79898,20.51703,20.45702,20.16738,1.124022,20.83178,20.84656,20.58712,20.54482,20.23719,20.77811,20.79898,20.51703,20.45702,20.16738,177.09775608022,37.6808633057312,6,QSO,BROADLINE
1237664338790056141,21.86274,21.47888,21.3738,21.17451,20.81483,2.000896,21.80978,21.48407,21.35604,21.17355,20.79007,21.86274,21.47888,21.3738,21.17451,20.81483,177.163717307093,37.6856559265482,6,QSO,BROADLINE
1237664338790056159,21.71591,21.31201,20.92242,20.72927,20.34267,1.032078,21.70023,21.37689,21.01285,20.82425,20.45461,21.71591,21.31201,20.92242,20.72927,20.34267,177.1922864096,37.8416617582458,6,QSO,null
1237664338790056200,22.16609,21.70614,21.55434,21.41869,21.03825,2.110683,22.13009,21.71044,21.54671,21.39606,21.01216,22.16609,21.70614,21.55434,21.41869,21.03825,177.288833287553,37.8293728441558,6,QSO,BROADLINE
1237664338790056217,22.2517,21.84619,21.55282,21.29434,21.18959,1.138145,22.30063,21.88209,21.63388,21.37116,21.24376,22.2517,21.84619,21.55282,21.29434,21.18959,177.30212513894,37.7293463161998,6,QSO,null
1237664339326926972,21.58967,20.67142,20.60963,20.6683,20.2923,2.292996,21.59808,20.69978,20.63072,20.68761,20.33781,21.58967,20.67142,20.60963,20.6683,20.2923,177.075708236335,38.2375662515542,6,QSO,BROADLINE
1237651249900224545,19.4799,18.91314,18.51482,18.36763,18.12741,0.8630468,19.50177,18.95234,18.5414,18.39656,18.17334,19.4799,18.91314,18.51482,18.36763,18.12741,234.466130794421,53.1728365404299,6,QSO,BROADLINE
1237651249900225100,23.58899,21.50299,21.25218,21.07588,21.00741,2.946163,23.478,21.4986,21.23758,21.09319,20.99451,23.58899,21.50299,21.25218,21.07588,21.00741,234.391641776105,53.0997636606662,6,QSO,BROADLINE
1237651249900290352,20.4645,20.1594,19.90214,19.66121,19.34687,1.993181,20.45893,20.16952,19.89554,19.66689,19.34557,20.4645,20.1594,19.90214,19.66121,19.34687,234.476676048938,53.0754891058405,6,QSO,BROADLINE
1237651272955527694,22.14328,21.82697,21.7931,21.72808,20.58862,2.414789,22.10512,21.81513,21.77666,21.75842,20.60483,22.14328,21.82697,21.7931,21.72808,20.58862,117.166000241144,42.7363592205162,6,QSO,null
1237651272955527695,22.24646,21.76288,21.62908,21.2444,20.56577,1.547958,22.15436,21.91052,21.81388,21.39457,20.64279,22.24646,21.76288,21.62908,21.2444,20.56577,117.212281260263,42.7240816646422,6,QSO,null
1237651272955527699,21.01867,20.75896,20.67203,20.28602,20.63023,1.590158,21.03604,20.77996,20.68416,20.28432,20.61195,21.01867,20.75896,20.67203,20.28602,20.63023,117.241257813303,42.7389712551376,6,QSO,BROADLINE
1237651273492529620,21.87924,21.91781,21.83955,21.35094,21.60208,1.80069,21.88532,21.94106,21.85917,21.37588,21.59302,21.87924,21.91781,21.83955,21.35094,21.60208,117.140091018161,43.1421086777214,6,QSO,BROADLINE
1237651273492595200,21.16966,21.04801,20.71562,20.59072,20.54189,1.370708,21.13754,21.04799,20.70661,20.59221,20.54301,21.16966,21.04801,20.71562,20.59072,20.54189,117.271889845655,43.2825841569389,6,QSO,BROADLINE
1237651273492595382,22.3095,21.89878,21.68509,21.26659,21.74541,1.614911,22.40219,22.01497,21.85371,21.36834,21.83353,22.3095,21.89878,21.68509,21.26659,21.74541,117.189591966055,43.2312919072866,6,QSO,BROADLINE
1237651273492660749,21.92924,21.38815,21.16872,20.82646,20.6415,1.993545,21.92226,21.43977,21.22226,20.88892,20.69247,21.92924,21.38815,21.16872,20.82646,20.6415,117.178673217294,43.3866962168567,6,QSO,null
1237651273492726319,21.90888,21.53081,21.05877,20.78585,20.33531,0.867704,21.94563,21.53414,21.08016,20.80598,20.34242,21.90888,21.53081,21.05877,20.78585,20.33531,117.268910995112,43.6325651390161,6,QSO,null
1237651273492726383,22.47264,21.97973,21.64614,21.75145,21.47558,2.525786,22.44848,21.9777,21.66643,21.71727,21.49302,22.47264,21.97973,21.64614,21.75145,21.47558,117.237915236189,43.5147603304104,6,QSO,null
1237651274029663015,22.50411,21.59018,21.49559,21.28503,21.25861,2.300262,22.72997,21.93335,21.95668,21.66779,21.52493,22.50411,21.59018,21.49559,21.28503,21.25861,117.050340459867,43.8673960325195,6,QSO,BROADLINE
1237651496293237568,22.3697,21.72216,21.43656,20.88507,20.78436,0.9075402,22.25353,21.83022,21.60432,21.02285,20.93433,22.3697,21.72216,21.43656,20.88507,20.78436,117.192133564758,42.797032605719,6,QSO,null
1237651496293237569,22.18196,21.76299,21.98829,21.50789,22.36139,1.336649,22.18166,21.77815,21.96619,21.51192,22.10063,22.18196,21.76299,21.98829,21.50789,22.36139,117.092761893416,42.8430132091671,6,QSO,null
1237651496293302756,22.28804,21.93671,21.96428,22.07893,22.99347,2.487924,22.34666,21.98483,22.00459,22.08353,22.88612,22.28804,21.93671,21.96428,22.07893,22.99347,117.203151172218,42.8565992474419,6,QSO,BROADLINE
1237651496293368324,21.82018,21.67896,21.47006,20.99827,20.72296,1.858289,21.90336,21.79019,21.66512,21.14502,20.81737,21.82018,21.67896,21.47006,20.99827,20.72296,117.390374424293,43.0670503394258,6,QSO,BROADLINE
1237651496830239272,20.71384,20.65981,20.35206,20.31646,20.39696,1.236104,20.68741,20.66212,20.34678,20.31645,20.39676,20.71384,20.65981,20.35206,20.31646,20.39696,116.850616323274,43.2932005545679,6,QSO,BROADLINE
1237651496830304820,20.88524,20.49384,20.35605,20.04391,20.15322,1.813066,20.88667,20.49711,20.34489,20.04535,20.13307,20.88524,20.49384,20.35605,20.04391,20.15322,116.877065938114,43.4655404738788,6,QSO,BROADLINE
1237651496830370170,21.22038,21.19972,21.0278,20.6535,20.54041,1.81487,21.21868,21.22563,21.07152,20.68253,20.54899,21.22038,21.19972,21.0278,20.6535,20.54041,117.063259633572,43.5616635032309,6,QSO,BROADLINE
1237651496830370351,21.5333,21.63423,21.0515,20.9879,20.93114,1.085571,21.55626,21.66945,21.08545,21.01044,20.93316,21.5333,21.63423,21.0515,20.9879,20.93114,116.956750745958,43.5812826509906,6,QSO,BROADLINE
1237651496830435837,21.31397,21.57023,21.24778,21.23735,21.50821,1.348955,21.29752,21.62395,21.30875,21.25053,21.45111,21.31397,21.57023,21.24778,21.23735,21.50821,117.173311150885,43.6184788347665,6,QSO,null
1237651496830501484,21.05754,20.88836,20.65394,20.48741,20.40693,1.549904,21.12142,20.91772,20.72883,20.55703,20.44479,21.05754,20.88836,20.65394,20.48741,20.40693,117.258207979688,43.7390666162017,6,QSO,BROADLINE
1237651496830501522,21.06209,20.31017,19.99082,19.78744,19.61205,0.6986614,21.08344,20.32259,20.03982,19.83496,19.69636,21.06209,20.31017,19.99082,19.78744,19.61205,117.155315877218,43.8896599000274,6,QSO,BROADLINE
1237651496830566420,22.0759,21.97662,21.88313,21.33057,21.45664,0.7541611,22.08911,22.02498,21.96611,21.43339,21.52184,22.0759,21.97662,21.88313,21.33057,21.45664,117.219976832545,43.883068632489,6,QSO,null
1237651496830566896,20.84197,20.65055,20.40496,20.2029,20.29727,1.660665,20.8327,20.65593,20.39966,20.21111,20.31647,20.84197,20.65055,20.40496,20.2029,20.29727,117.295031251535,43.9201466761074,6,QSO,BROADLINE
1237653588484096327,21.35482,20.79907,20.40423,20.08229,20.01138,0.5814396,21.44423,20.90134,20.55363,20.25887,20.15417,21.35482,20.79907,20.40423,20.08229,20.01138,125.350354065971,45.0639727303277,6,QSO,BROADLINE
1237653589021163981,21.97283,22.11965,21.30707,21.39036,21.28845,1.317634,21.96549,22.17943,21.38094,21.45152,21.40407,21.97283,22.11965,21.30707,21.39036,21.28845,125.316746114005,45.7003942873052,6,QSO,null
1237653589021229253,18.26969,18.07633,17.59633,17.39398,16.95545,0.2993383,18.49482,18.35172,18.00801,17.84739,17.37761,18.26969,18.07633,17.59633,17.39398,16.95545,125.521839228289,45.8969893447033,3,QSO,BROADLINE
1237654391643046430,21.09305,21.1158,20.66419,20.65982,20.62572,1.248106,21.09177,21.13268,20.66737,20.67399,20.65235,21.09305,21.1158,20.66419,20.65982,20.62572,125.320939704655,45.35305057867,6,QSO,null
1237654391643046486,23.1085,21.06006,20.83114,21.09335,20.78024,3.025393,22.96866,21.06136,20.83584,21.07994,20.80349,23.1085,21.06006,20.83114,21.09335,20.78024,125.356869050032,45.1955703591666,6,QSO,BROADLINE
1237654391643243055,25.44638,23.60498,21.4735,20.49454,19.68866,1.280659,25.11605,24.46391,22.31231,21.27741,20.48873,25.44638,23.60498,21.4735,20.49454,19.68866,125.723564615788,45.5584624538428,3,QSO,null
1237654391643308395,22.20783,21.83759,21.4464,21.37958,21.02055,0.9828508,22.20531,21.91144,21.58006,21.44328,21.18771,22.20783,21.83759,21.4464,21.37958,21.02055,125.813099758562,45.7151345569413,6,QSO,BROADLINE
1237654391643308923,22.77965,24.91355,21.71212,20.89111,19.8437,1.282539,23.55822,24.60392,23.17331,21.88363,20.90521,22.77965,24.91355,21.71212,20.89111,19.8437,125.83883045246,45.7408737609125,3,QSO,null
1237655128759927003,19.73285,19.53518,19.40404,19.35395,19.035,0.2660807,19.75228,19.56556,19.44431,19.39369,19.0759,19.73285,19.53518,19.40404,19.35395,19.035,234.64202309731,53.1883462569638,6,QSO,BROADLINE
1237655128760058207,20.56784,20.18301,20.21122,20.18917,19.89894,0.712303,20.55305,20.23421,20.28503,20.23312,19.94148,20.56784,20.18301,20.21122,20.18917,19.89894,234.916999216397,52.968992182083,6,QSO,BROADLINE
1237655349426585858,21.68787,20.19315,19.96051,19.90228,19.7019,2.873816,21.60704,20.22863,19.99309,19.93091,19.75631,21.68787,20.19315,19.96051,19.90228,19.7019,234.116558765627,52.4991094963314,6,QSO,BROADLINE
1237655349963391663,22.71651,21.93344,20.71846,20.13898,19.66674,5.651834,22.64792,21.94208,20.7382,20.14341,19.6793,22.71651,21.93344,20.71846,20.13898,19.66674,234.426078428794,52.7665859474151,6,QSO,null
1237655349963456606,20.27641,20.00703,19.62021,19.52696,19.42686,1.292085,20.27916,20.01986,19.62374,19.52431,19.42905,20.27641,20.00703,19.62021,19.52696,19.42686,234.605400358028,52.8729836317027,6,QSO,BROADLINE
1237655373574111778,22.1188,22.04572,21.7736,21.58012,21.40411,1.753123,22.07675,22.03766,21.78157,21.59312,21.46169,22.1188,22.04572,21.7736,21.58012,21.40411,249.371970413086,39.0160703956187,6,QSO,null
1237664339326926973,20.61604,20.63045,20.08205,20.06448,20.04802,1.241987,20.64001,20.695,20.15415,20.15959,20.11983,20.61604,20.63045,20.08205,20.06448,20.04802,177.085210669013,38.1778769171265,6,QSO,BROADLINE
1237664339326926987,20.94196,20.83663,20.40421,20.39661,20.52131,1.146995,20.98308,20.87825,20.44225,20.44875,20.58019,20.94196,20.83663,20.40421,20.39661,20.52131,177.132098453223,38.279471460171,6,QSO,BROADLINE
1237664339326927011,21.56794,21.40866,20.91936,20.5207,20.5077,1.63078,21.57232,21.42474,20.96591,20.56456,20.52452,21.56794,21.40866,20.91936,20.5207,20.5077,177.180968990079,38.2141903219578,6,QSO,null
1237664339326927016,20.64287,20.51331,20.26197,20.26484,20.42547,1.239001,20.63264,20.51992,20.26024,20.2748,20.43368,20.64287,20.51331,20.26197,20.26484,20.42547,177.196627160633,38.1122445793933,6,QSO,BROADLINE
1237664339326927296,22.38196,22.02273,21.71615,21.94814,21.18764,2.02951,22.46357,22.0683,21.80009,21.98605,21.28958,22.38196,22.02273,21.71615,21.94814,21.18764,177.194325732109,38.1884953193312,6,QSO,null
1237664339326927603,24.64598,24.95254,21.78382,20.26588,20.01757,4.653538,24.44123,24.9152,21.81737,20.31884,20.04548,24.64598,24.95254,21.78382,20.26588,20.01757,177.200503903739,38.2819918976616,6,QSO,BROADLINE
1237664339326992559,22.1418,21.72384,21.60536,21.14706,20.99512,0.5321031,22.0581,21.7117,21.57349,21.16392,21.00929,22.1418,21.72384,21.60536,21.14706,20.99512,177.304056515111,38.2220158174551,6,QSO,BROADLINE
1237664339326992583,20.57369,20.45735,20.12138,20.04502,20.42685,1.139598,20.56477,20.46004,20.10731,20.03939,20.42667,20.57369,20.45735,20.12138,20.04502,20.42685,177.435459678613,38.1063087449068,6,QSO,BROADLINE
1237664818748391646,20.5321,20.40803,20.10337,20.24091,20.0712,1.033556,20.50638,20.40987,20.11104,20.22588,20.08498,20.5321,20.40803,20.10337,20.24091,20.0712,176.666295457944,37.0110178762484,6,QSO,BROADLINE
1237664818748391656,20.38675,20.47505,20.4624,20.18083,19.82875,1.937779,20.45413,20.57901,20.6079,20.32825,20.02202,20.38675,20.47505,20.4624,20.18083,19.82875,176.682779440595,37.166825417278,6,QSO,BROADLINE
1237664818748522825,21.82848,21.94286,21.32787,21.33852,21.86124,1.274304,21.98937,22.0935,21.50407,21.49937,21.72283,21.82848,21.94286,21.32787,21.33852,21.86124,177.10160317349,37.0393538102472,6,QSO,null
1237664818748588074,20.51422,20.56348,20.19182,20.19943,20.25202,1.189613,20.48983,20.57425,20.20093,20.2182,20.26078,20.51422,20.56348,20.19182,20.19943,20.25202,177.246117945082,37.1214579512139,6,QSO,BROADLINE
1237664818748588159,20.05061,19.99605,19.73901,19.84259,19.80582,1.031957,20.0624,20.03212,19.77351,19.88857,19.85475,20.05061,19.99605,19.73901,19.84259,19.80582,177.135699737439,37.1376860528217,6,QSO,BROADLINE
1237664818748588294,21.74893,21.23243,20.93416,20.47188,20.40591,0.5391207,21.72255,21.27056,20.97442,20.50357,20.46676,21.74893,21.23243,20.93416,20.47188,20.40591,177.13069633862,37.1065623395163,6,QSO,BROADLINE
1237664818748588308,22.37449,21.43342,21.04836,21.0355,21.02707,1.361319,22.3063,21.44408,21.06321,21.03598,21.01008,22.37449,21.43342,21.04836,21.0355,21.02707,177.160934280729,37.1257935553401,6,QSO,null
1237664818748588322,21.26192,21.34876,21.2574,21.18744,21.40675,1.457528,21.25442,21.35523,21.2554,21.16517,21.37239,21.26192,21.34876,21.2574,21.18744,21.40675,177.229168290894,37.0766325023451,6,QSO,null
1237664819285393731,21.25991,20.65823,20.38785,20.22091,19.929,2.619386,21.24099,20.65111,20.38681,20.22932,19.9084,21.25991,20.65823,20.38785,20.22091,19.929,177.016053717556,37.5637039831146,6,QSO,BROADLINE
1237664819285524700,20.53728,20.4959,20.30733,20.31322,20.1262,1.013779,20.53109,20.52804,20.33191,20.34675,20.13077,20.53728,20.4959,20.30733,20.31322,20.1262,177.354434445126,37.6117714584297,6,QSO,BROADLINE
1237664819822395579,21.19608,21.01232,20.8284,20.74297,20.90907,1.224374,21.18598,21.00372,20.8121,20.73624,20.85808,21.19608,21.01232,20.8284,20.74297,20.90907,177.238762478015,37.9801470761216,6,QSO,null
1237664820359200999,21.76363,21.66545,21.39655,21.32543,21.83352,1.295452,21.76398,21.66623,21.39343,21.3133,21.80165,21.76363,21.66545,21.39655,21.32543,21.83352,177.062114767182,38.3966291920914,6,QSO,BROADLINE
1237664820359332005,21.08735,20.87343,20.68113,20.47289,20.30969,0.883817,21.0765,20.87731,20.67964,20.47387,20.32935,21.08735,20.87343,20.68113,20.47289,20.30969,177.48203099392,38.4631628295131,6,QSO,BROADLINE
1237664834861465945,22.25023,21.40284,21.23041,21.22909,21.06617,1.402423,22.2137,21.53147,21.35014,21.37313,21.22113,22.25023,21.40284,21.23041,21.22909,21.06617,147.87426256469,30.1406340619631,6,QSO,null
1237664834861596957,21.5027,20.78738,20.75861,20.93393,20.52363,0.8028023,21.53562,20.81383,20.77786,20.94947,20.54766,21.5027,20.78738,20.75861,20.93393,20.52363,148.168415423427,30.308781770545,6,QSO,BROADLINE
1237664835398336659,20.48005,20.13913,19.93257,20.06217,19.94978,0.9366963,20.46625,20.14034,19.93317,20.06614,19.91228,20.48005,20.13913,19.93257,20.06217,19.94978,147.732031803052,30.628655430898,6,QSO,BROADLINE
1237664877804585170,20.36168,19.46145,19.34178,19.39963,19.22513,2.390251,20.37003,19.47248,19.33182,19.40288,19.19354,20.36168,19.46145,19.34178,19.39963,19.22513,148.03101219708,30.4098744965165,6,QSO,BROADLINE
1237664877804585260,21.54162,20.99968,20.86545,20.88488,20.54115,2.076065,21.57181,21.03512,20.91158,20.96577,20.61695,21.54162,20.99968,20.86545,20.88488,20.54115,147.982425376984,30.4019523749282,6,QSO,null
1237665099002740904,19.83964,19.49183,19.39303,19.3867,19.25943,0.7772199,19.84393,19.49121,19.40189,19.40511,19.26779,19.83964,19.49183,19.39303,19.3867,19.25943,147.980862607659,29.9092460132271,6,QSO,BROADLINE
1237665584328016128,20.00706,20.05646,19.83881,19.76522,19.74168,1.322258,20.01015,20.04956,19.85569,19.77882,19.77252,20.00706,20.05646,19.83881,19.76522,19.74168,253.623171246593,50.367653983362,6,QSO,BROADLINE
1237665584328081990,20.80833,20.72646,20.56975,20.29646,20.22795,1.533199,20.82335,20.73552,20.57746,20.31733,20.25912,20.80833,20.72646,20.56975,20.29646,20.22795,253.777805444111,50.2420752801297,6,QSO,BROADLINE
1237665584328081994,20.78434,20.6607,20.65644,20.36605,20.29762,1.821824,20.79527,20.72664,20.71519,20.41038,20.37877,20.78434,20.6607,20.65644,20.36605,20.29762,253.821101546441,50.2092993199428,6,QSO,BROADLINE
1237665584328147441,20.72973,20.36928,19.90903,19.69691,19.57255,1.326293,20.70706,20.39157,19.92073,19.71572,19.57768,20.72973,20.36928,19.90903,19.69691,19.57255,253.811466944591,50.1887416979012,6,QSO,BROADLINE
1237665584864821363,20.84139,20.57358,20.23197,19.4464,20.15032,1.210667,20.78067,20.5553,20.21496,19.45452,20.11333,20.84139,20.57358,20.23197,19.4464,20.15032,253.948843756479,50.5784326716263,6,QSO,null
1237665584865018464,22.69772,21.86094,21.73373,21.80948,22.07457,1.161485,22.65938,21.89381,21.77459,21.80808,22.04843,22.69772,21.86094,21.73373,21.80948,22.07457,254.171155153802,50.3026558615372,6,QSO,null
1237667536395699204,22.94959,22.62301,21.58017,21.23269,20.03518,1.054156,23.72876,23.60663,22.75675,22.37169,21.2927,22.94959,22.62301,21.58017,21.23269,20.03518,147.93993211042,19.1800237358435,3,QSO,null
1237667536395829254,19.15654,18.97586,18.85442,18.81829,18.69587,0.8874132,19.1692,19.00058,18.87389,18.85605,18.73744,19.15654,18.97586,18.85442,18.81829,18.69587,148.120620945821,19.170788249309,6,QSO,BROADLINE
1237667730198954207,20.00949,18.14024,17.07431,16.49792,16.09833,0.1036028,21.50674,19.68881,18.75912,18.04621,17.70942,20.00949,18.14024,17.07431,16.49792,16.09833,132.694271241649,13.6695150447237,3,QSO,STARBURST BROADLINE
1237667730735628374,20.33345,19.93046,19.60133,19.19411,19.16836,1.615072,20.32726,19.91751,19.59923,19.18109,19.15545,20.33345,19.93046,19.60133,19.19411,19.16836,132.135958189482,13.9453856182919,6,QSO,BROADLINE
1237667730735759450,18.76125,18.48121,17.96241,17.49359,17.40596,0.1716043,18.9556,18.86281,18.50022,18.0198,17.97362,18.76125,18.48121,17.96241,17.49359,17.40596,132.353280207653,14.0672748463177,3,QSO,BROADLINE
1237667731272564854,18.69815,18.57379,18.51331,18.27014,18.24682,1.693995,18.72592,18.57197,18.50943,18.27467,18.25217,18.69815,18.57379,18.51331,18.27014,18.24682,132.198919637443,14.3493536955327,6,QSO,BROADLINE
1237667733990408769,21.51854,20.63038,20.36237,20.30098,20.02728,2.135949,21.52618,20.63225,20.34295,20.29991,20.00162,21.51854,20.63038,20.36237,20.30098,20.02728,229.131681020682,15.6022873325868,6,QSO,BROADLINE
1237651274029138542,21.38776,20.91161,20.7595,20.50746,20.5834,1.667047,21.37578,20.92307,20.75012,20.50107,20.60336,21.38776,20.91161,20.7595,20.50746,20.5834,115.971406161232,42.831875811449,6,QSO,BROADLINE
