objID,u,g,r,i,z,redshift,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,ra,dec,type,class,subclass
1237680299418911720,27.32576,21.07537,20.38289,20.02946,19.76999,-7.970581E-05,27.1191,21.0682,20.37482,20.02688,19.75632,27.32576,21.07537,20.38289,20.02946,19.76999,336.198171482318,20.8035603620269,6,STAR,K3V (32147)
1237679321772982306,17.14806,16.14639,15.76772,15.62321,15.59073,0.0003794597,17.15001,16.18899,15.76822,15.63608,15.59937,17.14806,16.14639,15.76772,15.62321,15.59073,1.44686015152577,-6.13627110900574,6,STAR,F5
1237679321772916801,17.42722,16.13849,15.57922,15.30851,15.18801,-0.0005973724,17.38976,16.14548,15.57659,15.30977,15.17789,17.42722,16.13849,15.57922,15.30851,15.18801,1.41210994347068,-6.10636175668687,6,STAR,G0
1237679321772851250,17.03705,15.33093,14.57264,14.23208,14.05613,0.0002132967,17.00786,15.31846,14.57647,14.22339,14.0507,17.03705,15.33093,14.57264,14.23208,14.05613,1.18299321754208,-6.22500025857923,6,STAR,F9
1237679321772851204,17.42423,15.75833,15.17102,14.97971,14.91172,-5.86713E-05,17.43579,15.73035,15.17662,14.97777,14.90548,17.42423,15.75833,15.17102,14.97971,14.91172,1.12769977654229,-6.18474869749315,6,STAR,F9
1237679321772785768,20.25468,17.9812,16.88751,16.45104,16.17982,-8.080545E-05,20.23165,17.977,16.87142,16.4548,16.1757,20.25468,17.9812,16.88751,16.45104,16.17982,0.984467646504754,-6.20487409426876,6,STAR,K5
1237679321772785755,17.73032,16.64777,16.16278,15.97065,15.87134,-0.0001067134,17.72983,16.67699,16.17071,16.0072,15.86784,17.73032,16.64777,16.16278,15.97065,15.87134,1.11638751552353,-6.23725191061391,6,STAR,G0
1237679321772785742,16.28909,14.78181,14.21061,14.01293,13.94184,-2.608966E-05,16.2903,14.81108,14.22369,14.01927,13.954,16.28909,14.78181,14.21061,14.01293,13.94184,1.05375147180655,-6.13505929537023,6,STAR,F9
1237679321772785710,17.30583,15.87911,15.34777,15.18348,15.11284,-0.0001995345,17.31535,15.90456,15.35735,15.18532,15.10435,17.30583,15.87911,15.34777,15.18348,15.11284,1.02740655106989,-6.18099758575074,6,STAR,F9
1237679321772785669,16.65819,15.04634,14.48921,14.3008,14.23382,3.255355E-06,16.63753,15.07512,14.49618,14.28697,14.23118,16.65819,15.04634,14.48921,14.3008,14.23382,0.983891269523625,-6.1071669147824,6,STAR,F9
1237661873488658472,17.06894,16.01922,15.91403,15.90946,15.96557,-0.0003578307,17.10449,16.04663,15.92728,15.90179,15.96227,17.06894,16.01922,15.91403,15.90946,15.96557,219.799897690216,39.9874863805251,6,STAR,A0
1237661873488658445,19.02755,17.99905,17.55641,17.38677,17.32298,0.0003118673,19.02289,17.98983,17.56305,17.39328,17.32616,19.02755,17.99905,17.55641,17.38677,17.32298,219.73976209146,40.0741916571937,6,STAR,F2
1237661873488593227,20.42646,18.02421,16.96198,16.51139,16.24734,-0.000159941,20.42906,18.00106,16.95244,16.51369,16.25329,20.42646,18.02421,16.96198,16.51139,16.24734,219.660530085452,40.0523028069421,6,STAR,K5
1237661873488527641,20.65055,18.34353,17.40218,17.02722,16.81453,-0.0001775321,20.6463,18.34008,17.39823,17.03866,16.81373,20.65055,18.34353,17.40218,17.02722,16.81453,219.459399504223,40.04954944315,6,STAR,K5
1237661872952180905,20.08372,19.02478,18.66343,18.56673,18.51705,0.0003813391,20.10317,19.02865,18.65909,18.56734,18.53425,20.08372,19.02478,18.66343,18.56673,18.51705,220.657960905002,39.1847385911122,6,STAR,F5
1237661872952180837,19.91842,18.57516,18.12175,17.94814,17.86665,-0.000162914,19.91136,18.58299,18.13081,17.93905,17.86204,19.91842,18.57516,18.12175,17.94814,17.86665,220.571242391061,39.2657731672635,6,STAR,F9
1237661872952180823,20.46181,19.29781,18.8698,18.69943,18.59855,-0.0001843048,20.42609,19.30689,18.87858,18.69287,18.59971,20.46181,19.29781,18.8698,18.69943,18.59855,220.531694202004,39.2653008481262,6,STAR,F5
1237661872952115493,19.53902,18.20611,17.64832,17.43919,17.28931,-0.0007049728,19.52649,18.20774,17.63966,17.42668,17.2901,19.53902,18.20611,17.64832,17.43919,17.28931,220.541303811026,39.364074308262,6,STAR,F9
1237661872952115294,20.20985,19.25335,18.93918,18.82698,18.77456,-0.0004423538,20.21062,19.26284,18.9555,18.83963,18.77645,20.20985,19.25335,18.93918,18.82698,18.77456,220.366905827307,39.3387352219215,6,STAR,F5
1237661872952115256,17.63162,16.50461,16.02731,15.83016,15.72215,-0.0004628137,17.63919,16.52996,16.02074,15.8285,15.73197,17.63162,16.50461,16.02731,15.83016,15.72215,220.442185849994,39.2123455866593,6,STAR,F5
1237661872952049845,20.54806,19.25895,18.79025,18.60731,18.50542,-0.0006139024,20.52777,19.2592,18.79549,18.63206,18.50472,20.54806,19.25895,18.79025,18.60731,18.50542,220.217486230052,39.2888751501904,6,STAR,F9
1237661872951984306,20.32485,18.0444,17.04477,16.66833,16.47064,5.890982E-05,20.30507,18.05033,17.05677,16.68821,16.4839,20.32485,18.0444,17.04477,16.66833,16.47064,220.137269126861,39.3666477762292,6,STAR,K5
1237661872951984294,20.2463,18.32225,17.51402,17.20494,17.05245,-6.283606E-05,20.26237,18.34323,17.5373,17.19998,17.06445,20.2463,18.32225,17.51402,17.20494,17.05245,220.143280590938,39.4500570087784,6,STAR,K3
1237661872951984284,19.64112,18.66023,18.31681,18.17719,18.15665,-0.0002333549,19.64088,18.6538,18.34132,18.19474,18.17817,19.64112,18.66023,18.31681,18.17719,18.15665,220.044009226737,39.3110561157494,6,STAR,F5
1237661872951984282,20.20579,18.91888,18.42966,18.24608,18.18197,-0.0006067038,20.21473,18.92295,18.42765,18.24757,18.18485,20.20579,18.91888,18.42966,18.24608,18.18197,220.077776512877,39.3877426932909,6,STAR,F9
1237661872951984218,20.51279,19.53388,19.24859,19.14032,19.13326,-0.0001197659,20.51542,19.52853,19.2435,19.14395,19.15115,20.51279,19.53388,19.24859,19.14032,19.13326,219.982056456926,39.3687697292568,6,STAR,F5
1237661872951984154,18.48845,17.80953,17.21431,17.10404,17.09717,-0.000307197,18.49546,17.87013,17.2247,17.11106,17.10249,18.48845,17.80953,17.21431,17.10404,17.09717,219.959685306544,39.3527690045584,6,STAR,F5
1237661872951918754,20.2344,17.52241,16.32938,15.91403,15.67978,8.202656E-07,20.22254,17.51941,16.32671,15.91723,15.6644,20.2344,17.52241,16.32938,15.91403,15.67978,219.763947829042,39.4092732162059,6,STAR,K7
1237661872951853237,19.76759,18.75036,18.48986,18.39156,18.42564,-0.0005536708,19.77037,18.76148,18.48554,18.38569,18.42134,19.76759,18.75036,18.48986,18.39156,18.42564,219.620077698029,39.489492394217,6,STAR,F5
1237661872951853233,19.37843,18.40419,18.1342,18.0363,18.03445,-0.0001510377,19.38949,18.41456,18.1404,18.04111,18.03448,19.37843,18.40419,18.1342,18.0363,18.03445,219.679680483331,39.6074425839581,6,STAR,F5
1237661872951853105,19.20715,18.01241,17.49654,17.29758,17.20547,-0.0002279503,19.21912,18.02675,17.51384,17.29669,17.1893,19.20715,18.01241,17.49654,17.29758,17.20547,219.789545300024,39.5934058432366,6,STAR,F9
1237661872951787720,20.72926,19.46277,19.01043,18.82865,18.74822,-0.000157884,20.70334,19.47415,19.02018,18.84321,18.75545,20.72926,19.46277,19.01043,18.82865,18.74822,219.580962206117,39.6467395517978,6,STAR,F5
1237661872951787718,19.56437,18.61391,18.34941,18.24712,18.23674,-0.0008319854,19.5618,18.64387,18.37984,18.27136,18.26779,19.56437,18.61391,18.34941,18.24712,18.23674,219.555097022727,39.6039908801982,6,STAR,F5
1237661872415441048,18.90051,17.75216,17.93114,18.08005,18.22004,-0.0004724983,18.89655,17.75769,17.93188,18.08161,18.21338,18.90051,17.75216,17.93114,18.08005,18.22004,220.718451918559,38.6573500947718,6,STAR,A0
1237661872415310172,19.9358,19.07053,18.82902,18.72812,18.72029,-2.470162E-05,19.94879,19.07237,18.82011,18.71575,18.70392,19.9358,19.07053,18.82902,18.72812,18.72029,220.454699450584,38.7972392943382,6,STAR,F5
1237661872415310160,22.55757,20.24497,18.76819,17.9757,17.49671,-0.0001246712,22.48106,20.23646,18.76173,17.9714,17.49431,22.55757,20.24497,18.76819,17.9757,17.49671,220.459497970899,38.8202186323207,6,STAR,M1
1237661872415310153,19.76615,18.76785,18.40882,18.31383,18.3095,0.0001319899,19.7636,18.76431,18.4059,18.31362,18.30437,19.76615,18.76785,18.40882,18.31383,18.3095,220.427685353215,38.7914751529159,6,STAR,F5
1237661872415310117,20.44775,19.51935,19.32209,19.2205,19.1828,0.0001999768,20.43376,19.5114,19.32068,19.2177,19.17623,20.44775,19.51935,19.32209,19.2205,19.1828,220.358731069626,38.803922346541,6,STAR,A0
1237661872415310085,20.53992,19.49333,19.13508,18.98387,18.93492,-0.0008770543,20.50262,19.48229,19.13332,18.9731,18.92181,20.53992,19.49333,19.13508,18.98387,18.93492,220.297842062621,38.8216165665808,6,STAR,F2
1237661872415309828,17.6023,16.46734,15.99873,15.84864,15.79311,-0.0001678947,17.6111,16.50239,16.0031,15.84988,15.79353,17.6023,16.46734,15.99873,15.84864,15.79311,220.344289296082,38.9676971022304,6,STAR,G2
1237661872415244506,20.54721,18.46065,17.55171,17.24396,17.06676,-0.0001222063,20.54181,18.45151,17.55084,17.2414,17.06757,20.54721,18.46065,17.55171,17.24396,17.06676,220.229003020142,38.8441223824339,6,STAR,K5
1237661872415178826,20.50141,19.48814,19.08351,18.90574,18.87152,-0.0002252491,20.42813,19.48462,19.08237,18.89907,18.87156,20.50141,19.48814,19.08351,18.90574,18.87152,220.009583259799,39.060461374225,6,STAR,G0
1237661852017688587,18.67119,16.37114,15.4885,15.20871,15.04909,-3.483303E-05,18.70597,16.37751,15.5098,15.21714,15.02606,18.67119,16.37114,15.4885,15.20871,15.04909,219.911323450672,40.060467246845,6,STAR,K3
1237661852017557615,20.07623,17.66638,16.52226,16.05829,15.79585,-7.221185E-05,20.04923,17.65761,16.50899,16.07308,15.79299,20.07623,17.66638,16.52226,16.05829,15.79585,219.588980711615,40.1853000321634,6,STAR,K7
1237661852017492149,20.21974,19.17112,18.7403,18.59837,18.53686,-0.000328276,20.18964,19.15974,18.74455,18.59285,18.5233,20.21974,19.17112,18.7403,18.59837,18.53686,219.453042893897,40.198847230974,6,STAR,G2
1237661851481079973,20.17068,19.12347,18.70529,18.59203,18.5019,-0.0003556889,20.17777,19.1222,18.70215,18.58368,18.49861,20.17068,19.12347,18.70529,18.59203,18.5019,220.47116864564,39.4460210130765,6,STAR,F2
1237661851481014414,20.46711,18.08716,16.98177,16.57792,16.35016,-0.0001084384,20.49869,18.10989,17.0078,16.57642,16.35906,20.46711,18.08716,16.98177,16.57792,16.35016,220.311738119822,39.4751118171655,6,STAR,K5
1237661851481014411,20.37632,19.22924,18.7506,18.58442,18.4905,-0.0003676254,20.38542,19.24566,18.77407,18.59375,18.518,20.37632,19.22924,18.7506,18.58442,18.4905,220.344658443533,39.5411499111429,6,STAR,G2
1237661851481014395,20.46143,19.50213,19.27978,19.10241,19.03525,-0.0001089162,20.43625,19.52007,19.29621,19.12887,19.05981,20.46143,19.50213,19.27978,19.10241,19.03525,220.332895415334,39.6233391480677,6,STAR,T2
1237661851480948879,19.63264,18.4841,18.02354,17.80756,17.80004,-9.866358E-06,19.63854,18.50468,18.02566,17.81262,17.80215,19.63264,18.4841,18.02354,17.80756,17.80004,220.080298663209,39.5486582952019,6,STAR,G2
1237661851480948863,20.21806,17.98951,17.06389,16.76884,16.6043,-0.0002048829,20.19823,17.99672,17.05474,16.76421,16.58296,20.21806,17.98951,17.06389,16.76884,16.6043,220.096036217133,39.5911533264681,6,STAR,K3
1237661851480948818,18.79901,17.8826,17.63626,17.52474,17.51082,-0.000830517,18.79098,17.89116,17.64895,17.54239,17.52512,18.79901,17.8826,17.63626,17.52474,17.51082,220.244534251504,39.6009169777588,6,STAR,F5
1237661851480883332,19.55943,17.53498,16.69583,16.36194,16.15883,-7.975044E-05,19.55678,17.53964,16.67758,16.38608,16.14051,19.55943,17.53498,16.69583,16.36194,16.15883,219.954077803949,39.6774591697215,6,STAR,F9
